Tissue,BroadID,Release,PMID,Organism,Platform,PlatformDescription,PlatformAccesionID,DataAccessionID,SigID,SigName,SigDescription,Comment,Keywords,URL,FileAssociated,GenesBroad,GenesArticle,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,,
Cervical,,R5,18398830,Human,Agilent_Human1Av2,"Human 1A (version 2) Oligoarray from Agilent Technologies (Santa Clara, CA)",,,18398830-TableS5,Wan08_45genes_cervical,,,,,18398830-TableS5.txt,,45,Gene Symbol,RefSeq ID,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,
Cervical,,R5,18398830,Human,Agilent_Human1Av2,"Human 1A (version 2) Oligoarray from Agilent Technologies (Santa Clara, CA)",,,18398830-TableS6,Wan08_108genes_cervical,,,,,18398830-TableS6.txt,,108,Gene Symbol,RefSeq ID,Gene Description,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,
Colon,,R5,20429937,Human,,,,,20429937-Table2,Chang10_8genes_colon,Table 2: Details of candidate reference genes and their amplification efficiencies,,,,20429937-Table2.txt,,8,miRBase,Geneset Specific Statistics,Geneset Specific Factor,RefSeq ID,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,
Colon,,R5,20429937,Human,,,,,20429937-Table3,Chang10_12genes_colon,Table 3: Quantification cycle (Cq) values of candidate reference genes and target miRNAs (in triplicate) in colorectal tissues,,,,20429937-Table3.txt,,12,miRBase,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R5,20429937,Human,,,,,20429937-Table4a,Chang10_9genes_colon,Table 4: Ranking and best combination of candidate reference genes based on expression stability values calculated by NormFinder and geNorm programs: NormFinder,,,,20429937-Table4a.txt,,9,miRBase,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R5,20429937,Human,,,,,20429937-Table4b,Chang10_8genes_colon,Table 4: Ranking and best combination of candidate reference genes based on expression stability values calculated by NormFinder and geNorm programs: geNorm,,,,20429937-Table4b.txt,,8,miRBase,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuroblastoma,,R5,20444257,Human,affy_U133Plus2,Affymetrix GeneChip Human Genome U133 Plus 2.0 arrays,,GSE18144,20444257-Table2,Wolf10_8genes_neuroblastoma,Table 2: Analysis of in silico gene expression data with Mann-Whitney-Wilcoxon rank sum method (MWW) revealed elevated expression of five genes at 12q24.31 amplicon.,,,,20444257-Table2.txt,,8,Gene Symbol,Chromosome Map,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Prostate,,R5,20426842,Human,affy_U133A_2,Affymetrix Human Genome U133A 2.0 chips,,GSE20758,20426842-Table1,Gregg10_12genes_prostate,Table 1: Quantitative real-time PCR primer sets obtained for expression analyses (Applied Biosystems).,,,,20426842-Table1.txt,,12,Geneset Specific Factor,Gene Symbol,UniGene ID,,,,,,,,,,,,,,,,,,,,,,,,,,
Prostate,,R5,20426842,Human,affy_U133A_2,Affymetrix Human Genome U133A 2.0 chips,,GSE20758,20426842-Table2,Gregg10_35genes_prostate,Table 2: Genes Expressed significantly higher in epithelial cell samples,,,,20426842-Table2.txt,,35,Probe ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Prostate,,R5,20426842,Human,affy_U133A_2,Affymetrix Human Genome U133A 2.0 chips,,GSE20758,20426842-Table3,Gregg10_36genes_prostate,Table 3: Genes Expressed significantly higher in stromal cell samples,,,,20426842-Table3.txt,,36,Probe ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Prostate,,R5,20426842,Human,affy_U133A_2,Affymetrix Human Genome U133A 2.0 chips,,GSE20758,20426842-Table4,Gregg10_123genes_prostate,Table 4: Functional classification clustering analysis: genes differentially expressed in prostate cancer epithelial and stromal cells,,,,20426842-Table4.txt,,123,Geneset Specific Factor,Geneset Specific Statistics,Gene Symbol,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
Prostate,,R5,20426842,Human,affy_U133A_2,Affymetrix Human Genome U133A 2.0 chips,,GSE20758,20426842-TableS1,Gregg10_194genes_prostate,,,,,20426842-TableS1.txt,,194,Probe ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,
Prostate,,R5,20426842,Human,affy_U133A_2,Affymetrix Human Genome U133A 2.0 chips,,GSE20758,20426842-TableS2,Gregg10_302genes_prostate,,,,,20426842-TableS2.txt,,302,Probe ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,
Multiple Myeloma,,R5,20465808,Human,affy_U133Plus2,U133P 2.0 Affymetrix microarrays,,GSE2658,20465808-Table1a,Mahtouk10_32genes_multiplemyeloma,Table 1: List of growth factors investigated in the study: A. Growth factors that have been reported to be involved in myeloma biology.,,,,20465808-Table1a.txt,,32,Gene Symbol,Gene Description,Probe ID,,,,,,,,,,,,,,,,,,,,,,,,,,
Multiple Myeloma,,R5,20465808,Human,affy_U133Plus2,U133P 2.0 Affymetrix microarrays,,GSE2658,20465808-Table1b,Mahtouk10_45genes_multiplemyeloma,"Table 1: List of growth factors investigated in the study: B. Members of the VEGF, FGF, and Wnt family.",,,,20465808-Table1b.txt,,45,Gene Symbol,Probe ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multiple Myeloma,,R5,20465808,Human,affy_U133Plus2,U133P 2.0 Affymetrix microarrays,,GSE2658,20465808-Table2,Mahtouk10_49genes_multiplemyeloma,Table 2: Affymetrix expression of growth factor receptor genes in MMC.,,,,20465808-Table2.txt,,49,Gene Symbol,Geneset Specific Factor,Probe ID,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Multiple Myeloma,,R5,20465808,Human,affy_U133Plus2,U133P 2.0 Affymetrix microarrays,,GSE2658,20465808-TableS1a,Mahtouk10_8genes_multiplemyeloma,,,,,20465808-TableS1a.txt,,8,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,
Multiple Myeloma,,R5,20465808,Human,affy_U133Plus2,U133P 2.0 Affymetrix microarrays,,GSE2658,20465808-TableS1b,Mahtouk10_3genes_multiplemyeloma,,,,,20465808-TableS1b.txt,,3,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Multiple Myeloma,,R5,20465808,Human,affy_U133Plus2,U133P 2.0 Affymetrix microarrays,,GSE2658,20465808-TableS2a,Mahtouk10_14genes_multiplemyeloma,,,,,20465808-TableS2a.txt,,14,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,
Multiple Myeloma,,R5,20465808,Human,affy_U133Plus2,U133P 2.0 Affymetrix microarrays,,GSE2658,20465808-TableS2b,Mahtouk10_14genes_multiplemyeloma,,,,,20465808-TableS2b.txt,,14,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Multiple Myeloma,,R5,20465808,Human,affy_U133Plus2,U133P 2.0 Affymetrix microarrays,,GSE2658,20465808-TableS3a,Mahtouk10_8genes_multiplemyeloma,,,,,20465808-TableS3a.txt,,8,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,
Multiple Myeloma,,R5,20465808,Human,affy_U133Plus2,U133P 2.0 Affymetrix microarrays,,GSE2658,20465808-TableS3b,Mahtouk10_8genes_multiplemyeloma,,,,,20465808-TableS3b.txt,,8,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,
Multiple Myeloma,,R5,20465808,Human,affy_U133Plus2,U133P 2.0 Affymetrix microarrays,,GSE2658,20465808-TableS4,Mahtouk10_12genes_multiplemyeloma,,,,,20465808-TableS4.txt,,12,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,
Multiple Myeloma,,R5,20465808,Human,affy_U133Plus2,U133P 2.0 Affymetrix microarrays,,GSE2658,20465808-TableS5,Mahtouk10_23genes_multiplemyeloma,,,,,20465808-TableS5.txt,,23,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,
Multiple Myeloma,,R5,20465808,Human,affy_U133Plus2,U133P 2.0 Affymetrix microarrays,,GSE2658,20465808-TableS6,Mahtouk10_23genes_multiplemyeloma,,,,,20465808-TableS6.txt,,23,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,
Multiple Myeloma,,R5,20465808,Human,affy_U133Plus2,U133P 2.0 Affymetrix microarrays,,GSE2658,20465808-TableS7a,Mahtouk10_6genes_multiplemyeloma,,,,,20465808-TableS7a.txt,,6,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
Multiple Myeloma,,R5,20465808,Human,affy_U133Plus2,U133P 2.0 Affymetrix microarrays,,GSE2658,20465808-TableS7b,Mahtouk10_3genes_multiplemyeloma,,,,,20465808-TableS7b.txt,,3,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R5,20433755,Human,Agilent_HumanGenome,Agilent human genome microRNA microarray V1,,,20433755-TableS2,Wang10_692genes_colon,,,,,20433755-TableS2.txt,,692,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,Chromosome Map,Other Gene Description,RefSeq ID,Other Gene Description,Other Gene Description,Other Gene Description,Other Gene Description,,,,,,,,,,,,
Colon,,R5,20433755,Human,Agilent_HumanGenome,Agilent human genome microRNA microarray V1,,,20433755-TableS3,Wang10_19genes_colon,,,,,20433755-TableS3.txt,,19,Gene Symbol,Geneset Specific Statistics,Gene Description,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R5,20433755,Human,Agilent_HumanGenome,Agilent human genome microRNA microarray V1,,,20433755-TableS4,Wang10_687genes_colon,,,,,20433755-TableS4.txt,,687,Gene Symbol,Gene Description,Chromosome Map,RefSeq ID,Other Gene Description,Other Gene Description,Other Gene Description,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,
Colon,,R5,20433755,Human,Agilent_HumanGenome,Agilent human genome microRNA microarray V1,,,20433755-TableS5,Wang10_22genes_colon,,,,,20433755-TableS5.txt,,22,miRBase,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R5,20433755,Human,Agilent_HumanGenome,Agilent human genome microRNA microarray V1,,,20433755-TableS6,Wang10_1187genes_colon,,,,,20433755-TableS6.txt,,1187,miRBase,Gene Symbol,Other Gene Description,Gene Description,Chromosome Map,EntrezGene ID,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R5,20433755,Human,Agilent_HumanGenome,Agilent human genome microRNA microarray V1,,,20433755-TableS8,Wang10_11genes_colon,,,,,20433755-TableS8.txt,,11,miRBase,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R5,20433755,Human,Agilent_HumanGenome,Agilent human genome microRNA microarray V1,,,20433755-TableS9,Wang10_12genes_colon,,,,,20433755-TableS9.txt,,12,Gene Symbol,Geneset Specific Factor,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin,,R5,20529253,Human,,,,GSE20994,20529253-Table1,Leidinger10_51genes_skin,Table 1: 51 significantly deregulated miRNAs sorted by their AUC value,,,,20529253-Table1.txt,,51,miRBase,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,
Skin,,R5,20529253,Human,,,,GSE20994,20529253-Table2,Leidinger10_13genes_skin,Table 2: Comparison of the miRNA expression fold changes between the microarray and qRT-PCR results,,,,20529253-Table2.txt,,13,miRBase,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
Breast,,R5,20459791,Mouse,Illumina Mouse Ref-8 v2,Illumina Ref-8 BeadChips,,,20459791-Table1,Thewes10_25genes_breast,Table 1 Cell death-related genes in ΔAP-2g/EGFP- expressingN202.1A cells,,,,20459791-Table1.txt,,25,RefSeq ID,Gene Symbol,Gene Description,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
Breast,,R5,20459791,Mouse,Illumina Mouse Ref-8 v2,Illumina Ref-8 BeadChips,,,20459791-TableS1,Thewes10_139genes_breast,,,,,20459791-TableS1.txt,,139,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Gene Symbol,RefSeq ID,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,,,,,,,,,,,,,,
Ovarian,,R5,20504346,Human,affy_U133A,Affymetrix U133A,,,20504346-Table4,Bernardini10_9genes_ovarian,,,,,20504346-Table4.txt,,9,Gene Symbol,Probe ID,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,
Ovarian,,R5,20504346,Human,affy_U133A,Affymetrix U133A,,,20504346-Table6,Bernardini10_42genes_ovarian,,,,,20504346-Table6.txt,,42,Gene Symbol,Probe ID,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,
Ovarian,,R5,20504346,Human,affy_U133A,Affymetrix U133A,,,20504346-TableS2a,Bernardini10_3genes_ovarian,,,,,20504346-TableS2a.txt,,3,Probe ID,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovarian,,R5,20504346,Human,affy_U133A,Affymetrix U133A,,,20504346-TableS2b,Bernardini10_3genes_ovarian,,,,,20504346-TableS2b.txt,,3,Probe ID,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovarian,,R5,20504346,Human,affy_U133A,Affymetrix U133A,,,20504346-TableS2c,Bernardini10_8genes_ovarian,,,,,20504346-TableS2c.txt,,8,Probe ID,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovarian,,R5,20504346,Human,affy_U133A,Affymetrix U133A,,,20504346-TableS2d,Bernardini10_7genes_ovarian,,,,,20504346-TableS2d.txt,,7,Probe ID,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovarian,,R5,20504346,Human,affy_U133A,Affymetrix U133A,,,20504346-TableS2e,Bernardini10_28genes_ovarian,,,,,20504346-TableS2e.txt,,28,Probe ID,Geneset Specific Statistics,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovarian,,R5,20504346,Human,affy_U133A,Affymetrix U133A,,,20504346-TableS2f,Bernardini10_68genes_ovarian,,,,,20504346-TableS2f.txt,,68,Probe ID,Geneset Specific Statistics,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovarian,,R5,20504346,Human,affy_U133A,Affymetrix U133A,,,20504346-TableS2g,Bernardini10_17genes_ovarian,,,,,20504346-TableS2g.txt,,17,Probe ID,Geneset Specific Statistics,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovarian,,R5,20504346,Human,affy_U133A,Affymetrix U133A,,,20504346-TableS2h,Bernardini10_29genes_ovarian,,,,,20504346-TableS2h.txt,,29,Probe ID,Geneset Specific Statistics,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovarian,,R5,20504346,Human,affy_U133A,Affymetrix U133A,,,20504346-TableS2i,Bernardini10_21genes_ovarian,,,,,20504346-TableS2i.txt,,21,Probe ID,Geneset Specific Statistics,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovarian,,R5,20504346,Human,affy_U133A,Affymetrix U133A,,,20504346-TableS2j,Bernardini10_889genes_ovarian,,,,,20504346-TableS2j.txt,,889,Probe ID,Geneset Specific Statistics,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovarian,,R5,20504346,Human,affy_U133A,Affymetrix U133A,,,20504346-TableS4,Bernardini10_9genes_ovarian,,,,,20504346-TableS4.txt,,9,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
General,,R5,20522636,Human,affy_U133Plus2,Affymetrix U133 Plus 2 GeneChips,,GSE19249,20522636-TableS2,Abdueva10_3014genes_general,,,,,20522636-TableS2.txt,,3014,Probe ID,Gene Description,Gene Symbol,Chromosome Map,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
General,,R5,20522636,Human,affy_U133Plus2,Affymetrix U133 Plus 2 GeneChips,,GSE19249,20522636-TableS4,Abdueva10_7060genes_general,,,,,20522636-TableS4.txt,,7060,Probe ID,Gene Description,Gene Symbol,Chromosome Map,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,
Glioblastoma,,R5,20515450,Mouse,Affy mouse430a 2  ,Affymetrix mouse Genechip MG-430A 2.0,,,20515450-Table1,Mendez10_9genes_glioblastoma,,,,,20515450-Table1.txt,,9,Probe ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Glioblastoma,,R5,20515450,Mouse,Affy mouse430a 2  ,Affymetrix mouse Genechip MG-430A 2.0,,,20515450-Table2,Mendez10_6genes_glioblastoma,,,,,20515450-Table2.txt,,6,Probe ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Glioblastoma,,R5,20515450,Mouse,Affy mouse430a 2  ,Affymetrix mouse Genechip MG-430A 2.0,,,20515450-TableS1,Mendez10_149genes_glioblastoma,,,,,20515450-TableS1.txt,,149,Probe ID,Geneset Specific Statistics,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,RefSeq ID,Chromosome Map,EnsEMBL ID,UniGene ID,,,,,
General,,R5,20515499,Human,affy_U133Plus2,HG U133 PLUS 2.0 microarrays from Affymetrix,,GSE16648,20515499-Table1,Mencia10_37genes_general,,,,,20515499-Table1.txt,,37,RefSeq ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,
General,,R5,20515499,Human,affy_U133Plus2,HG U133 PLUS 2.0 microarrays from Affymetrix,,GSE16648,20515499-Table2,Mencia10_7genes_general,,,,,20515499-Table2.txt,,7,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,
Breast,,R5,20525369,Human,,,,,20525369-Table1,Loss10_45genes_breast,,,,,20525369-Table1.txt,,45,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breast,,R5,20525369,Human,,,,,20525369-Table2,Loss10_58genes_breast,,,,,20525369-Table2.txt,,58,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
Breast,,R5,20525369,Human,,,,,20525369-Table3,Loss10_113genes_breast,,,,,20525369-Table3.txt,,113,Gene Symbol,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuroblastoma,,R5,20652058,Human,affy_U133Plus2,Affymetrix HG-U133 Plus 2.0 GeneChip,,GSE15583,20652058-Table1,Fardin10_9genes_neuroblastoma,,,,,20652058-Table1.txt,,9,Gene Symbol,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Neuroblastoma,,R5,20652058,Human,affy_U133Plus2,Affymetrix HG-U133 Plus 2.0 GeneChip,,GSE15583,20652058-Table3,Fardin10_52genes_neuroblastoma,,,,,20652058-Table3.txt,,52,Probe ID,Gene Symbol,RefSeq ID,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,
Neuroblastoma,,R5,20652058,Human,affy_U133Plus2,Affymetrix HG-U133 Plus 2.0 GeneChip,,GSE15583,20652058-Table4,Fardin10_38genes_neuroblastoma,,,,,20652058-Table4.txt,,38,Gene Symbol,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuroblastoma,,R5,20652058,Human,affy_U133Plus2,Affymetrix HG-U133 Plus 2.0 GeneChip,,GSE15583,20652058-Table5,Fardin10_32genes_neuroblastoma,,,,,20652058-Table5.txt,,32,Probe ID,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,
General,,R5,20569444,Human,affy_U133A,Affymetrix HG-U133A,,GSE781,20569444-Table3,Irgon10_113genes_general,,,,,20569444-Table3.txt,,113,Gene Symbol,Probe ID,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,
Lung,,R5,20668658,Human,affy_U133Plus2,Affymetrix U133 Plus 2,,GSE3141,20668658-TableS2,Lockwood10_44genes_lung,,,,,20668658-TableS2.txt,,44,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung,,R5,20668658,Human,affy_U133Plus2,Affymetrix U133 Plus 2,,GSE3141,20668658-TableS3,Lockwood10_10genes_lung,,,,,20668658-TableS3.txt,,10,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,
Lung,,R5,20668658,Human,affy_U133Plus2,Affymetrix U133 Plus 2,,GSE3141,20668658-TableS6,Lockwood10_86genes_lung,,,,,20668658-TableS6.txt,,86,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
Lung,,R5,20668658,Human,affy_U133Plus2,Affymetrix U133 Plus 2,,GSE3141,20668658-TableS7,Lockwood10_218genes_lung,,,,,20668658-TableS7.txt,,218,Gene Symbol,Geneset Specific Factor,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung,,R5,20668658,Human,affy_U133Plus2,Affymetrix U133 Plus 2,,GSE3141,20668658-TableS8,Lockwood10_13genes_lung,,,,,20668658-TableS8.txt,,13,Chromosome Map,Geneset Specific Statistics,Geneset Specific Statistics,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,20576167,Human,affy_U133Plus2,HG-U133 Plus 2.0,,,20576167-Table1a,Henriksen10_30genes_stemcell,,,,,20576167-Table1a.txt,,30,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,20576167,Human,affy_U133Plus2,HG-U133 Plus 2.0,,,20576167-Table1b,Henriksen10_30genes_stemcell,,,,,20576167-Table1b.txt,,30,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,20576167,Human,affy_U133Plus2,HG-U133 Plus 2.0,,,20576167-TableS1,Henriksen10_44genes_stemcell,,,,,20576167-TableS1.txt,,44,Gene Symbol,UniGene ID,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,20576167,Human,affy_U133Plus2,HG-U133 Plus 2.0,,,20576167-TableS2,Henriksen10_54genes_stemcell,,,,,20576167-TableS2.txt,,54,Probe ID,Gene Symbol,EntrezGene ID,RefSeq ID,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,20576167,Human,affy_U133Plus2,HG-U133 Plus 2.0,,,20576167-TableS3,Henriksen10_20genes_stemcell,,,,,20576167-TableS3.txt,,20,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
